review_id,property_id,review_date,score
216,2898,2017-08-06,2
217,7546,1996-03-24,3
218,9776,2010-04-11,3
219,6352,1991-06-26,3
220,8203,1993-03-30,3
221,1157,2000-11-22,4
222,720,2005-04-27,3
223,3168,2011-06-25,3
224,4958,2009-10-25,3
225,4830,2019-09-18,3
226,4789,2007-06-19,1
227,8342,2018-11-25,2
228,8251,2011-03-30,4
229,2969,2010-12-05,3
230,7562,2005-07-05,3
231,5198,2016-04-20,3
232,3108,1989-04-11,5
233,955,2017-07-14,5
234,8716,1990-12-03,4
235,2157,2015-01-31,3
236,3798,1999-01-07,3
237,3119,2002-01-29,2
238,5717,1996-04-04,3
239,3972,2006-03-06,3
240,5315,2016-07-04,1
241,1852,2014-12-17,3
242,7399,1995-06-22,5
243,8471,1985-07-19,2
244,4114,1991-08-27,1
245,847,2002-10-23,3
246,889,2020-06-07,4
247,3655,2015-09-15,3
248,9405,2016-01-22,3
249,6534,1996-09-29,2
250,3641,1995-07-25,4
251,1185,2017-04-12,4
252,5611,2021-01-24,3
253,8184,2011-02-11,1
254,4916,2020-10-19,5
255,611,2014-02-28,3
256,3513,2007-01-29,2
257,678,2001-09-13,4
258,9587,2017-04-27,4
259,9727,2013-01-27,3
260,7559,2017-09-05,5
261,5391,1996-12-16,1
262,4748,2015-11-16,3
263,238,2017-06-19,3
264,1837,2000-10-23,3
265,3049,2005-05-24,5
266,5863,2012-02-25,3
267,3151,2010-02-13,4
268,5470,2013-05-14,3
269,189,2020-05-02,2
270,1666,2010-06-18,4
271,7016,1991-11-02,1
272,643,2018-06-11,3
273,9039,2013-09-26,3
274,936,2002-09-03,5
275,1812,2004-04-15,4
276,2262,1991-12-19,1
277,3042,2021-06-30,4
278,5533,1995-01-04,4
279,9224,2016-08-01,3
280,5796,2019-08-13,2
281,8203,1987-02-09,1
282,9633,2006-02-12,3
283,4618,1998-12-21,4
284,178,2005-01-26,2
285,1097,2021-06-16,4
286,6475,2021-06-25,3
287,8747,2009-01-15,3
288,9244,2016-07-16,1
289,6509,2019-01-27,1
290,700,2019-11-23,3
291,6705,2020-05-27,3
292,6074,2020-10-03,2
293,2562,2020-04-24,5
294,294,1996-09-16,3
295,5729,1994-05-29,2
296,2225,2016-11-16,3
297,5341,2020-04-14,1
298,520,2009-07-28,3
299,3563,2013-09-24,3
300,9861,2013-03-31,3
301,6295,2000-02-03,4
302,8941,2010-06-12,5
303,4549,2006-12-21,1
304,3369,2021-02-23,2
305,7098,2003-11-08,1
306,5039,2021-05-01,3
307,2649,1984-07-05,3
308,2171,2020-02-08,1
309,8372,2003-07-19,5
310,459,2021-04-23,2
311,7711,2009-03-16,5
312,292,2013-04-10,4
313,8335,2017-04-14,3
314,8182,2008-10-31,2
315,9876,2019-01-07,5
316,763,2013-07-27,3
317,6123,2000-01-31,3
318,5904,2017-12-15,4
319,8931,2009-11-25,2
320,6971,1992-12-28,1
321,7281,1977-11-14,3
322,1688,2004-05-10,4
323,2321,1994-06-02,2
324,6454,2020-03-15,3
325,7728,2015-01-27,2
326,3985,2003-12-12,4
327,362,1999-12-22,3
328,279,2006-04-08,4
329,7506,1995-08-05,3
330,4114,1996-04-10,1
331,9822,2020-04-17,2
332,3048,2008-05-16,2
333,5695,1998-08-14,2
334,6140,2007-04-12,5
335,9435,1995-05-04,4
336,4088,1993-09-25,3
337,8994,2007-04-10,4
338,3410,2018-11-17,3
339,179,1979-09-20,4
340,5337,2013-03-12,2
341,5294,2005-08-10,1
342,5857,2017-04-09,3
343,1976,2016-05-30,4
344,4043,2004-11-23,3
345,4001,2013-07-05,1
346,9372,2006-11-06,3
347,3210,2009-07-07,2
348,2031,2011-09-11,3
349,8493,2005-07-21,2
350,4844,2014-01-21,3
351,841,2020-06-15,5
352,7122,2006-09-04,1
353,4708,2017-08-17,1
354,6540,2010-03-31,2
355,2232,1998-12-21,2
356,9928,2006-01-04,5
357,6253,2012-12-23,2
358,4198,2017-10-05,3
359,8182,2018-12-08,3
360,1474,2020-06-04,1
361,8189,2015-04-06,3
362,1625,2015-03-15,5
363,9732,2012-09-08,4
364,7578,2002-06-13,3
365,5009,1996-10-27,3
366,4664,2019-09-24,3
367,4118,1997-05-28,3
368,2832,1996-03-31,1
369,4634,2004-10-03,2
370,7845,2007-06-26,3
371,3290,1999-12-31,2
372,1444,2005-05-04,3
373,1132,1993-03-30,4
374,7371,2014-09-10,1
375,7230,2009-09-04,3
376,5757,2004-11-21,3
377,688,2020-10-27,1
378,2190,2009-07-27,5
379,3848,2004-02-06,2
380,135,1993-04-25,2
381,6710,1991-09-07,3
382,6349,2014-01-17,3
383,3801,1996-11-01,5
384,5130,2015-06-09,1
385,3583,2019-05-29,3
386,6467,1986-05-25,3
387,3231,2002-12-08,3
388,7528,2020-03-15,5
389,490,2008-08-02,3
390,7685,2004-01-09,3
391,336,1986-08-06,2
392,9986,1997-09-14,5
393,8141,1999-10-30,3
394,813,1976-04-03,3
395,8419,2015-02-01,4
396,7403,2014-04-04,3
397,1402,1997-03-26,4
398,2004,1973-12-08,3
399,7838,2005-09-01,3
400,357,2013-09-25,3
401,415,2000-12-12,4
402,7454,1995-11-03,3
403,3579,2009-06-30,4
404,2408,2015-08-08,3
405,6238,2008-07-12,3
406,1323,2017-10-19,4
407,6684,2015-11-20,1
408,9705,2008-05-09,2
409,6277,2020-11-12,1
410,3751,1988-06-13,2
411,8018,2008-04-11,4
412,4174,1994-06-11,2
413,1897,2021-02-04,3
414,5932,2018-12-13,4
415,6598,2013-08-07,5
416,1928,1993-12-08,5
417,2022,1997-09-06,4
418,3181,2013-05-17,2
419,3097,2009-02-15,1
420,5989,2017-08-25,2
421,7021,2016-05-02,4
422,323,2013-08-25,4
423,8791,2012-09-03,2
424,2308,2002-09-08,5
425,886,2006-01-24,5
426,9424,2003-04-25,2
427,4564,2020-12-02,3
428,5983,2015-07-26,2
429,1163,2020-07-17,2
430,2051,1999-11-12,2
431,609,2019-09-18,1
432,7060,1998-04-29,5
433,9297,2018-07-05,2
434,242,2010-09-26,2
435,510,1982-10-25,5
436,6273,2011-06-11,3
437,6115,1985-06-27,1
438,5557,1978-12-09,5
439,8302,1993-04-01,4
440,6701,2017-08-25,4
441,7191,2004-12-26,2
442,4554,2012-06-05,3
443,2127,2016-08-02,3
444,593,2010-01-06,4
445,6343,2018-09-08,3
446,5979,2010-09-14,4
447,2101,2018-11-30,3
448,1658,1999-08-04,2
449,7686,1998-01-11,4
450,4064,2006-02-10,2
451,8012,2003-03-19,3
452,9035,2008-12-09,2
453,9168,2019-07-29,3
454,7709,2005-09-29,3
455,8975,2021-04-27,4
456,6577,2008-05-26,3
457,7602,2013-04-19,1
458,7759,2020-06-07,3
459,5930,2020-08-29,4
460,5540,2019-10-30,1
461,7140,2006-01-18,3
462,4710,2019-06-16,4
463,723,1997-06-27,5
464,4962,2017-04-29,4
465,3840,2016-11-18,1
466,7374,2002-08-07,3
467,3151,2009-06-27,2
468,9178,2018-03-02,1
469,4804,2007-11-16,3
470,1578,1996-02-20,4
471,412,2011-01-08,2
472,3793,2003-09-29,4
473,1836,2017-08-20,4
474,771,2015-10-17,4
475,6320,2018-01-26,5
476,3273,2003-06-11,2
477,5874,2002-05-09,3
478,2020,2015-07-30,1
479,352,2021-01-08,1
480,4392,1989-02-02,5
481,1411,2017-04-17,3
482,2884,1989-08-22,4
483,9331,2013-08-28,4
484,8194,2015-06-11,3
485,6594,1968-10-05,3
486,483,2008-07-16,3
487,3807,1986-01-23,3
488,4644,2014-06-27,5
489,2185,1993-07-13,3
490,7241,2021-01-17,3
491,1618,2010-09-03,4
492,7674,1989-05-14,2
493,2382,2018-10-17,5
494,7111,1974-10-10,5
495,3826,2018-02-01,3
496,821,2020-09-20,3
497,1684,2009-12-24,2
498,3954,1989-09-03,3
499,9518,2021-01-26,3
500,8558,2014-11-15,4
501,3504,2010-12-18,2
502,5777,2016-10-09,3
503,7228,2009-02-20,2
504,5690,2013-03-26,4
505,5036,2019-05-12,1
506,302,2014-11-22,2
507,6007,2011-10-22,3
508,4469,1983-12-06,5
509,6635,2016-07-27,1
510,139,2011-11-20,3
511,6778,2017-08-21,1
512,1233,2003-11-01,1
513,3998,1995-09-19,4
514,1797,2017-04-17,1
515,7213,1994-08-16,2
516,4536,2009-05-31,4
517,8362,2009-04-11,4
518,2246,2012-04-06,3
519,3768,2016-03-07,3
520,9464,1995-06-08,3
521,4338,2021-01-12,2
522,6003,2009-02-15,5
523,3845,2016-10-27,4
524,4761,1997-10-12,1
525,7417,1995-08-31,3
526,3440,2000-05-15,3
527,6713,2020-06-12,2
528,5282,2013-06-05,4
529,5642,2011-02-15,5
530,3466,2007-03-01,3
531,3857,2015-10-08,4
532,8069,1983-12-19,2
533,7060,2006-07-29,1
534,2479,2000-05-14,3
535,2836,2020-12-19,1
536,3311,2019-10-04,2
537,7293,2018-02-05,3
538,7764,2003-02-10,2
539,4295,2007-07-29,3
540,7206,1990-01-03,3
541,6667,2008-05-01,3
542,595,2017-06-11,3
543,4790,1968-02-27,1
544,9437,2019-06-28,4
545,2206,2021-03-30,3
546,4480,2020-08-15,3
547,9355,2016-05-15,5
548,1511,1990-09-18,3
549,1969,2002-03-21,1
550,5174,2015-11-12,2
551,9783,1978-07-19,1
552,7684,2019-01-12,1
553,9720,2014-04-07,2
554,5590,2000-07-23,1
555,3210,1997-11-04,5
556,7981,2015-12-22,4
557,7305,2018-12-12,3
558,7918,2008-02-18,4
559,2462,2012-04-25,2
560,9111,1990-07-23,3
561,2277,1994-06-16,3
562,6122,2018-09-15,3
563,9011,2007-06-03,4
564,5221,2020-10-05,3
565,5446,2020-10-09,2
566,6261,2021-04-11,3
567,2085,1998-02-05,3
568,342,2011-05-18,2
569,5442,2018-02-11,4
570,3520,2019-01-15,4
571,6639,2013-05-29,5
572,8501,2015-01-25,2
573,1765,1998-10-29,2
574,1022,2021-06-20,3
575,9085,2018-02-19,4
576,2515,1987-01-08,5
577,3046,1987-04-13,4
578,3644,2000-02-27,3
579,3409,2019-01-13,3
580,9049,1993-10-15,4
581,7550,2016-07-01,4
582,9676,1988-06-01,3
583,9709,2021-03-01,4
584,6256,2002-01-29,3
585,1067,1984-11-06,2
586,5686,2005-01-08,3
587,4446,2019-06-24,3
588,6683,2019-11-19,3
589,8799,2014-01-26,3
590,6355,2004-02-25,3
591,3471,1994-01-27,2
592,5585,2019-11-05,5
593,3635,2020-06-16,5
594,7285,1994-05-13,1
595,8450,1990-10-19,3
596,7320,2021-04-17,4
597,7762,2018-02-16,3
598,559,2015-09-08,3
599,8782,1992-06-19,3
600,2787,1990-11-06,1
601,5224,2015-09-13,3
602,4969,2021-05-03,3
603,6177,1993-11-01,5
604,5770,2007-08-07,4
605,4228,1999-04-29,2
606,76,2018-11-26,4
607,7828,2016-03-14,3
608,6198,2015-12-31,4
609,5583,2019-10-07,4
610,1370,2021-02-25,3
611,5508,2018-10-14,2
612,7626,2020-06-17,3
613,503,2016-05-21,3
614,3555,1992-01-23,2
615,3531,1997-09-25,4
616,8436,1995-11-14,3
617,4528,2001-05-27,3
618,9989,2021-02-27,3
619,6886,1993-04-22,2
620,1869,2015-10-30,3
621,3104,2020-12-02,2
622,6935,2013-05-22,3
623,8934,1997-05-30,5
624,7942,2013-12-16,5
625,6122,2017-07-13,2
626,1197,2004-10-12,2
627,1333,2018-04-05,4
628,162,1992-09-26,4
629,9401,2010-07-02,2
630,4566,2012-10-16,1
631,1306,2014-01-04,1
632,6455,2021-06-24,4
633,4207,2006-11-19,4
634,7298,2004-03-20,5
635,6842,1996-12-14,3
636,3376,1988-09-23,3
637,9367,2005-09-26,4
638,7887,1997-11-18,2
639,8507,2012-01-14,2
640,7868,2019-03-27,1
641,5532,2008-08-24,3
642,3447,2002-06-22,5
643,4928,2001-04-10,3
644,3580,1994-12-14,2
645,1145,2021-05-23,3
646,4063,2014-01-19,3
647,3022,2018-04-23,3
648,5142,2021-08-05,2
649,8855,2018-02-01,3
650,9703,2008-09-03,1
651,9242,2016-06-23,4
652,310,2014-07-03,3
653,1455,2018-05-27,2
654,1302,2020-04-28,3
655,7767,1987-04-10,1
656,1088,1987-06-21,4
657,1208,2009-06-22,3
658,5291,2020-11-17,3
659,9870,2007-03-19,3
660,2943,2016-07-16,3
661,9073,2011-10-08,5
662,963,2018-10-01,5
663,9746,2019-07-05,4
664,3222,2012-11-20,2
665,9385,1996-02-13,2
666,802,2004-05-13,4
667,756,2008-01-10,3
668,8598,2020-04-01,3
669,7832,2004-06-19,3
670,6700,2017-11-17,2
671,3487,1993-07-03,2
672,6902,2019-02-10,3
673,1837,2006-06-30,5
674,7245,2011-01-22,3
675,2313,2013-05-10,4
676,2787,2020-09-24,5
677,2284,2000-03-09,2
678,8962,1985-12-23,4
679,7192,2010-10-02,3
680,4765,1988-05-07,4
681,1154,2019-03-25,3
682,5058,2009-08-14,1
683,5925,2014-10-13,3
684,3500,1996-03-30,4
685,3085,1969-12-11,1
686,2281,2016-07-19,4
687,6308,2011-03-24,4
688,1029,2006-07-19,3
689,4180,1994-04-14,3
690,8256,2008-06-16,3
691,6651,2007-04-22,3
692,7011,2012-10-09,3
693,4094,2003-12-02,5
694,7476,2019-01-23,1
695,8841,2011-03-28,4
696,9049,1997-01-21,5
697,3015,2006-09-26,3
698,2634,2018-04-21,4
699,6057,2020-12-20,5
700,1102,1986-06-04,4
701,8247,1991-10-07,3
702,8352,2009-04-26,2
703,1828,2008-07-06,4
704,7929,2005-08-31,4
705,9685,2010-08-16,2
706,6243,1998-10-24,2
707,7529,2014-06-23,3
708,7239,1982-08-25,2
709,9039,2003-02-25,3
710,7779,1996-03-01,3
711,1978,2019-07-16,4
712,4168,2012-07-02,4
713,5175,2019-06-09,3
714,3577,2003-05-28,3
715,4787,2017-05-30,3
716,7138,2021-04-12,3
717,8581,2020-04-15,3
718,910,2006-11-09,2
719,6802,2011-06-03,3
720,1856,2015-07-22,2
721,6821,2007-05-31,5
722,9888,2006-10-18,2
723,5330,2017-05-12,3
724,6367,2020-08-29,3
725,3987,2012-01-19,5
726,6044,2012-05-02,5
727,3057,2003-02-28,2
728,5512,1997-09-06,2
729,5633,2007-01-26,3
730,8119,2001-10-01,1
731,3367,2000-06-20,3
732,1906,2021-04-06,1
733,4903,2015-08-23,4
734,9606,2009-03-09,3
735,6945,2016-05-25,2
736,9289,2009-04-16,4
737,722,2005-08-12,3
738,6532,2020-11-27,3
739,309,2019-07-19,3
740,9750,2004-06-13,3
741,7591,2013-02-08,3
742,1707,2014-05-06,2
743,3654,2019-11-12,3
744,4820,2020-10-15,4
745,5526,2014-05-04,1
746,3743,2012-04-17,3
747,3414,2010-05-07,3
748,88,2001-07-08,4
749,1529,2014-01-26,1
750,332,2013-04-22,3
751,9472,2017-10-11,3
752,3766,2010-06-26,4
753,1316,2011-02-07,3
754,888,2013-04-27,1
755,9000,2010-02-17,4
756,9149,1997-01-28,5
757,648,2010-04-11,5
758,1277,2018-10-24,4
759,1385,1989-11-26,1
760,2703,1987-09-16,3
761,3330,2015-08-25,4
762,2576,2001-02-21,3
763,259,2018-03-04,4
764,6164,2009-09-11,3
765,2240,2020-08-22,2
766,83,2012-12-09,3
767,4233,2013-08-13,1
768,304,2021-07-18,4
769,2283,2019-08-10,4
770,1931,2015-08-06,5
771,6915,2007-07-16,4
772,640,1998-06-02,3
773,2373,2012-04-14,3
774,2892,2010-04-15,2
775,5592,1995-01-15,4
776,7919,2017-07-13,3
777,6618,2013-09-17,1
778,9170,2018-01-26,1
779,1977,2008-06-24,3
780,5129,1990-06-20,4
781,6215,2021-05-28,2
782,9912,2019-08-15,3
783,6722,2019-01-15,3
784,7454,1996-10-07,4
785,8616,2012-09-07,3
786,44,2004-01-31,2
787,3671,2014-05-25,4
788,2181,2016-06-01,3
789,8504,2020-12-31,4
790,7812,2021-03-16,2
791,916,2013-03-25,4
792,9234,2012-07-09,3
793,7627,2009-12-26,3
794,417,2007-01-24,2
795,9479,2018-08-28,3
796,4586,2006-11-21,3
797,8752,2018-11-09,2
798,160,2018-12-07,4
799,8631,2002-03-16,3
800,8783,2019-07-13,3
801,288,1985-04-24,3
802,693,1995-08-30,3
803,6919,1982-10-12,3
804,6243,1979-07-13,1
805,3516,2018-05-16,1
806,7445,1989-11-29,4
807,9228,2015-10-27,3
808,7573,2015-08-27,2
809,4579,2010-10-19,4
810,2741,2003-11-18,5
811,8758,2015-08-17,5
812,179,2019-03-14,2
813,6156,1999-10-21,3
814,144,2017-06-03,5
815,3808,2002-06-07,3
816,8327,2000-10-14,4
817,8358,2009-04-17,3
818,3636,2006-11-25,2
819,3940,2011-09-24,3
820,483,1995-01-14,2
821,8622,2021-05-05,3
822,9477,2012-03-16,2
823,6379,1993-09-10,4
824,2115,2019-11-14,2
825,4908,2018-09-28,2
826,9067,2012-07-27,3
827,4686,1996-12-14,2
828,3628,2012-04-18,2
829,4216,2016-02-12,3
830,8566,1989-08-15,3
831,5042,2007-06-05,3
832,5224,2020-05-18,4
833,7849,2017-01-16,2
834,5813,1988-05-17,3
835,5330,2020-05-31,5
836,5606,2021-01-04,4
837,1004,1999-07-06,3
838,5322,2015-10-15,2
839,1335,2017-06-09,5
840,6070,2014-05-03,3
841,5806,2019-11-02,4
842,2844,2015-09-11,3
843,3731,1996-03-29,2
844,7606,2004-12-10,2
845,2889,2009-02-14,2
846,9223,1996-07-03,4
847,1059,2018-09-24,4
848,6947,1992-08-15,2
849,1434,2020-04-30,3
850,9309,2017-06-24,1
851,4534,1994-08-30,4
852,2243,2013-05-02,2
853,5355,1988-11-27,3
854,2150,2005-04-18,2
855,9105,2019-08-21,5
856,9047,2016-10-26,3
857,9832,2018-05-24,3
858,6477,1998-11-11,1
859,6773,2019-02-12,3
860,6332,2010-08-15,3
861,5204,2018-08-06,5
862,5651,2011-11-16,5
863,1572,1996-01-14,3
864,4507,2014-08-25,3
865,7570,2001-03-02,3
866,1866,1997-10-20,4
867,6419,2014-07-07,5
868,7896,1996-03-31,2
869,7846,2012-07-25,2
870,7469,2018-04-23,2
871,6053,2005-09-17,2
872,5347,2004-06-22,3
873,4126,2010-05-24,5
874,8028,1996-01-17,3
875,6475,2020-04-08,3
876,5709,2006-12-07,2
877,4623,2007-08-03,3
878,567,2014-10-17,4
879,6593,2006-04-15,3
880,6874,2006-06-15,1
881,1064,2019-12-26,3
882,7403,2010-02-16,3
883,9688,2017-01-24,5
884,5342,1997-12-19,4
885,9386,2008-11-25,3
886,7495,2015-08-11,3
887,5088,2009-02-08,3
888,3122,2011-12-22,3
889,5749,2016-02-19,2
890,4002,2000-10-01,1
891,8214,2021-07-07,3
892,4429,2003-07-20,2
893,7774,2000-06-01,3
894,611,2020-10-04,1
895,5530,2014-12-26,2
896,9261,1984-05-23,3
897,6338,1999-03-09,2
898,2029,2019-10-04,2
899,4846,1992-04-25,3
900,7194,2005-08-24,2
901,5470,2017-06-09,1
902,1838,2018-04-15,3
903,3859,2011-09-12,3
904,4612,2003-11-08,2
905,7794,2008-05-20,3
906,7653,2017-02-17,2
907,7769,2007-09-07,4
908,6825,2015-11-13,2
909,5566,1999-04-23,3
910,1586,1997-12-07,4
911,3131,2019-01-20,3
912,9424,2001-09-21,2
913,7746,2005-10-04,3
914,1713,2017-12-06,2
915,2140,2013-07-02,3
916,9495,2021-03-24,3
917,6591,2011-06-21,3
918,9289,2008-09-22,4
919,3796,1996-03-25,3
920,4814,2021-07-22,3
921,6796,1991-09-24,5
922,9726,2009-03-13,5
923,6254,2013-11-01,5
924,5441,2008-09-24,4
925,598,1978-05-11,2
926,6223,2009-10-02,3
927,3870,2005-11-24,3
928,6132,2017-07-14,3
929,7869,2008-03-07,2
930,9641,2007-12-02,2
931,998,2011-12-03,3
932,5740,2021-01-11,3
933,433,2008-06-22,3
934,3439,2014-09-01,3
935,6005,2011-02-25,3
936,6495,1976-08-13,3
937,2849,2019-10-01,1
938,8549,2019-09-16,4
939,9640,1991-10-29,5
940,8446,1994-01-09,2
941,7791,1995-07-10,2
942,2325,2014-01-29,3
943,5254,2001-08-15,2
944,4446,1995-06-02,3
945,8915,2005-10-26,1
946,9193,2002-10-11,4
947,4614,2021-07-30,3
948,9700,2006-04-29,4
949,7218,2009-06-30,3
950,2257,2020-07-30,4
951,2987,1998-07-09,3
952,710,2015-08-08,5
953,6794,1999-12-21,3
954,7294,1987-09-29,3
955,8837,1998-03-21,3
956,1971,2014-05-08,1
957,9897,2015-05-01,3
958,3535,1978-11-18,3
959,626,2000-10-07,2
960,7734,2009-02-18,3
961,3605,2016-07-04,4
962,3838,2013-01-17,3
963,4900,2009-03-18,4
964,3944,2011-09-03,5
965,4693,2006-09-24,3
966,8594,2010-06-17,5
967,7299,2005-02-09,4
968,9006,2008-04-07,3
969,5633,2003-08-14,3
970,2103,2011-03-20,3
971,2153,2015-07-06,1
972,4706,2006-11-15,1
973,6276,1997-09-21,3
974,2655,2019-09-17,4
975,8708,2009-12-15,2
976,1506,1971-06-09,1
977,5289,2012-05-20,2
978,6566,2016-06-28,2
979,105,2015-11-20,4
980,2717,2018-08-19,4
981,9162,2006-06-05,3
982,4205,2018-07-15,2
983,7660,1995-02-07,4
984,3376,1993-01-31,2
985,1106,2013-11-12,3
986,2251,1995-05-08,2
987,1719,2017-06-18,3
988,2350,1993-08-25,2
989,7657,2017-02-19,3
990,7858,1986-06-08,3
991,1763,2020-09-15,3
992,3257,2012-11-13,3
993,6414,1994-11-30,3
994,1758,2016-03-01,3
995,1178,2019-07-14,4
996,3718,2021-01-23,3
997,3873,2000-08-05,4
998,8419,2015-05-06,3
999,7783,2010-05-24,3
1000,9189,2017-03-03,3
1001,1312,2006-12-31,3
1002,8829,1992-06-03,2
1003,7200,2019-07-03,3
1004,7123,2000-02-13,3
