date,weather,temperature,visitors
2022-10-18,晴れ,17.16907014178332,120.19191163439393
2022-10-19,曇り,15.659260350830454,114.0267116883712
2022-10-20,曇り,20.29680287616112,127.81229964371613
2022-10-21,曇り,21.98457474007156,131.68991257026832
2022-10-22,曇り,18.163782333920665,111.10547407512159
2022-10-23,曇り,11.500336559665907,137.8398180111137
2022-10-24,曇り,7.832611832610842,135.89828339685502
2022-10-25,曇り,7.864861009214136,151.65414460415778
2022-10-26,曇り,11.312307283358614,178.8316789677728
2022-10-27,曇り,4.196262578697565,146.89332628697838
2022-10-28,曇り,3.989610487740107,170.89323773306626
2022-10-29,曇り,6.191582805962253,126.9597717391454
2022-10-30,曇り,6.562457569584469,151.13713069226273
2022-10-31,曇り,2.8492261348295065,97.22204778903892
2022-11-01,曇り,4.674911372328662,76.80663409278702
2022-11-02,曇り,9.246820700667357,119.01973755189772
2022-11-03,曇り,6.4682952612200255,148.94757790206455
2022-11-04,雨,8.286253369272517,144.98130549409905
2022-11-05,曇り,10.095809455587457,192.35043693482226
2022-11-06,曇り,3.697364661590517,173.04787523476676
2022-11-07,曇り,4.0755991923925565,138.76035205118927
2022-11-08,曇り,4.034847760243478,209.9277786584908
2022-11-09,曇り,2.6517303603647826,206.18162693160053
2022-11-10,曇り,-3.496713163379811,187.19923535911917
2022-11-11,曇り,1.0285919302311797,164.1844143449532
2022-11-12,曇り,3.4728207294750075,124.56156431117756
2022-11-13,曇り,2.3197616422528275,149.71861513252512
2022-11-14,曇り,6.9298005287171325,181.53184259543994
2022-11-15,曇り,7.550691082578057,108.961391800895
2022-11-16,曇り,2.218770384866424,141.64787497083555
2022-11-17,曇り,4.452656056973048,126.48206069089503
2022-11-18,曇り,4.388843685019713,138.7264937898757
2022-11-19,曇り,0.4084481601898638,246.1128312155244
2022-11-20,曇り,7.549520644743018,236.5318396420219
2022-11-21,曇り,3.0545373552254813,203.36602629644315
2022-11-22,曇り,-1.0137186471450004,202.08835572866545
2022-11-23,曇り,4.740984159083237,149.20089706265819
2022-11-24,曇り,13.282806199291658,152.39847204327066
2022-11-25,曇り,7.4680581910184305,135.06511811572292
2022-11-26,曇り,6.910115052732743,130.50355114131816
2022-11-27,曇り,8.869618515249051,157.31628801927556
2022-11-28,曇り,12.80932877246556,167.70254783157975
2022-11-29,曇り,5.183646157448843,188.93383733612745
2022-11-30,曇り,7.999213760007918,166.23218087719073
2022-12-01,曇り,5.948894609327932,199.51484061617614
2022-12-02,曇り,8.900687404327224,263.0392668002373
2022-12-03,曇り,10.297527386541493,247.56097740717433
2022-12-04,曇り,15.958649218536552,191.6263834554452
2022-12-05,曇り,-0.521635300826464,188.30983186160395
2022-12-06,曇り,-0.5673241948065291,159.85427314595117
2022-12-07,曇り,-4.981010671689178,169.91965789650575
2022-12-08,曇り,-1.083492822966606,168.05718080918712
2022-12-09,曇り,-2.584449404761544,171.52739551524166
2022-12-10,曇り,-0.8260556276119659,182.63284368895745
2022-12-11,曇り,0.4020533396265769,184.04974680076288
2022-12-12,曇り,-7.190471850028675,206.19278820128704
2022-12-13,曇り,-0.5044255898608915,211.1032828890739
2022-12-14,曇り,-5.756704508061803,258.22357931834176
2022-12-15,曇り,-0.7708870551828007,287.7394798790453
2022-12-16,曇り,4.609217171717405,241.142492961158
2022-12-17,曇り,4.095182980599993,185.2494274351021
2022-12-18,曇り,5.707087524570251,161.355944133187
2022-12-19,曇り,6.157122947342772,202.87728403469902
2022-12-20,曇り,-0.3993614707220475,210.8067989242755
2022-12-21,曇り,3.2301067168867803,200.81190440225737
2022-12-22,曇り,2.785551049311129,171.76714990759055
2022-12-23,曇り,-2.7253904506915045,229.27699309398852
2022-12-24,雨,-6.301767676767705,234.49240628965822
2022-12-25,曇り,-10.763157894736857,233.32056578313643
2022-12-26,曇り,-16.987365870543442,286.3286430434324
2022-12-27,曇り,-16.39844375786705,265.0480920208185
2022-12-28,雨,-11.791074005359752,228.2244095954703
2022-12-29,雨,-10.565454095520948,205.50892169827333
2022-12-30,曇り,-15.757437070938217,178.9003325160325
2022-12-31,曇り,-13.071428571428552,222.51063335959702
