date,weather,temperature,visitors
2022-11-10,曇り,-3.496713163379811,60.0
2022-11-11,曇り,1.0285919302311797,45.5
2022-11-12,曇り,3.4728207294750075,52.0
2022-11-13,曇り,2.3197616422528275,52.65
2022-11-14,曇り,6.9298005287171325,52.0
2022-11-15,曇り,7.550691082578057,50.050000000000004
2022-11-16,曇り,2.218770384866424,44.85
2022-11-17,曇り,4.452656056973048,63.0
2022-11-18,曇り,4.388843685019713,47.45
2022-11-19,曇り,0.40844816018986385,53.95
2022-11-20,曇り,7.549520644743018,52.65
2022-11-21,曇り,3.0545373552254813,53.95
2022-11-22,曇り,-1.0137186471450004,54.6
2022-11-23,曇り,4.740984159083237,54.6
2022-11-24,曇り,13.282806199291658,54.6
2022-11-25,曇り,7.4680581910184305,59.15
2022-11-26,曇り,6.910115052732743,63.7
2022-11-27,曇り,8.869618515249051,59.800000000000004
2022-11-28,曇り,12.809328772465559,51.35
2022-11-29,曇り,5.183646157448843,45.5
2022-11-30,曇り,7.999213760007918,61.0
2022-12-01,曇り,5.948894609327932,52.0
2022-12-02,曇り,8.900687404327224,58.0
2022-12-03,曇り,10.297527386541493,42.9
2022-12-04,曇り,15.958649218536552,65.0
2022-12-05,曇り,-0.521635300826464,44.85
2022-12-06,曇り,-0.5673241948065291,47.45
2022-12-07,曇り,-4.981010671689178,46.800000000000004
2022-12-08,曇り,-1.0834928229666059,46.15
2022-12-09,曇り,-2.584449404761544,53.300000000000004
2022-12-10,曇り,-0.8260556276119659,57.2
2022-12-11,曇り,0.40205333962657697,57.85
2022-12-12,曇り,-7.190471850028675,59.15
2022-12-13,曇り,-0.5044255898608915,58.5
2022-12-14,曇り,-5.756704508061803,55.25
2022-12-15,曇り,-0.7708870551828007,52.0
2022-12-16,曇り,4.609217171717405,54.6
2022-12-17,曇り,4.095182980599993,56.550000000000004
2022-12-18,曇り,5.707087524570251,55.9
2022-12-19,曇り,6.1571229473427715,53.95
2022-12-20,曇り,-0.39936147072204753,55.25
2022-12-21,曇り,3.2301067168867803,52.65
2022-12-22,曇り,2.785551049311129,50.7
2022-12-23,曇り,-2.7253904506915045,55.25
2022-12-24,雨,-6.301767676767705,61.75
2022-12-25,曇り,-10.763157894736857,65.65
2022-12-26,曇り,-16.987365870543442,70.85000000000001
2022-12-27,曇り,-16.39844375786705,74.10000000000001
2022-12-28,雨,-11.791074005359752,74.10000000000001
2022-12-29,雨,-10.565454095520947,73.45
2022-12-30,曇り,-15.757437070938215,72.8
2022-12-31,曇り,-13.071428571428553,73.45
